L(T-24),L(T)
4663.9296,4888.3968
4848.49152,5366.9484
5824.92384,5946.822
6048.76752,6087.114
6207.1416,6177.05676
5551.82208,5946.822
5980.80384,5774.41872
5720.95188,5131.25784
5622.90336,4989.7188
5707.07856,5115.35808
5929.83108,5234.4504
5810.89464,5377.86
6224.2884,5516.90496
5932.7928,6005.74464
7218.8028,5935.9104
6765.34788,6040.66176
6869.16396,6073.24068
6350.08356,6018.5268
6021.33264,5658.444
5604.19776,5220.10944
5429.61216,4723.63164
5202.65088,4643.97696
4896.81432,4773.51324
4703.05548,4678.89408
4888.3968,4720.66992
5366.9484,4740.46668
5946.822,5012.3214
6087.114,5084.18208
6177.05676,5067.34704
5946.822,5134.6872
5774.41872,5016.84192
5131.25784,5097.276
4989.7188,4553.56656
5115.35808,4561.0488
5234.4504,4571.181
5377.86,4678.7382
5516.90496,4804.2216
6005.74464,5447.07072
5935.9104,5530.93416
6040.66176,5865.60852
6073.24068,5579.88048
6018.5268,5575.0482
5658.444,5270.3028
5220.10944,4888.3968
4723.63164,4286.7
4643.97696,4012.3512
4773.51324,4312.26432
4678.89408,4417.01568
4720.66992,4556.68416
4740.46668,4783.64544
5012.3214,5062.9824
5084.18208,5132.81664
5067.34704,5202.65088
5134.6872,5235.69744
5016.84192,5318.15796
5097.276,5233.20336
4553.56656,4944.35772
4561.0488,4842.4122
4571.181,4638.52116
4678.7382,4672.503
4804.2216,4281.71184
5447.07072,5691.9582
5530.93416,6235.66764
5865.60852,6021.33264
5579.88048,6211.66212
5575.0482,5865.60852
5270.3028,5604.19776
4888.3968,5231.48868
4286.7,4914.42876
4012.3512,4843.971
4312.26432,4703.05548
4417.01568,4691.36448
4556.68416,4709.1348
4783.64544,4655.82384
5062.9824,5348.86632
5132.81664,5267.1852
5202.65088,5046.30324
5235.69744,5590.01268
5318.15796,5539.03992
5233.20336,6694.42248
4944.35772,5318.15796
4842.4122,5335.14888
4638.52116,5250.19428
4672.503,5246.9208
4281.71184,5332.6548
5691.9582,6327.1692
6235.66764,6388.58592
6021.33264,6541.5042
6211.66212,6388.58592
5865.60852,6286.6404
5604.19776,5727.0312
5231.48868,5454.08532
4914.42876,5115.35808
4843.971,4940.77248
4703.05548,4958.23104
4691.36448,5010.60672
4709.1348,5028.06528
4655.82384,5167.73376
5348.86632,5369.13072
5267.1852,5386.12164
5046.30324,5335.14888
5590.01268,5454.55296
5539.03992,5437.71792
6694.42248,5538.72816
5318.15796,5252.53248
5335.14888,5303.0376
5250.19428,5218.8624
5246.9208,5352.1398
5332.6548,5505.05808
6327.1692,6541.5042
6388.58592,7238.13192
6541.5042,7255.12284
6388.58592,7133.0688
6286.6404,6610.55904
5727.0312,5915.646
5454.08532,5879.7936
5115.35808,5270.3028
4940.77248,5324.0814
4958.23104,5207.63904
5010.60672,5388.45984
5028.06528,5726.71944
5167.73376,5872.62312
5369.13072,6930.4248
5386.12164,6060.6144
5335.14888,5622.90336
5454.55296,5912.84016
5437.71792,6127.95456
5538.72816,5114.26692
5252.53248,5012.3214
5303.0376,4852.5444
5218.8624,4774.44852
5352.1398,4876.39404
5505.05808,4831.65648
6541.5042,7747.85952
7238.13192,7934.75964
7255.12284,7968.74148
7133.0688,7068.22272
6610.55904,6817.25592
5915.646,6529.50144
5879.7936,5988.28608
5270.3028,5534.36352
5324.0814,5202.65088
5207.63904,5115.35808
5388.45984,5188.93344
5726.71944,5331.096
5872.62312,6095.21976
6930.4248,7000.25904
6060.6144,6666.67584
5622.90336,6161.62464
5912.84016,5740.74864
6127.95456,6666.67584
5114.26692,7374.05928
5012.3214,6694.42248
4852.5444,6350.08356
4774.44852,6515.784
4876.39404,6498.6372
4831.65648,6652.9584
7747.85952,8080.35156
7934.75964,8755.15608
7968.74148,8504.8128
7068.22272,8305.2864
6817.25592,7000.88256
6529.50144,6791.37984
5988.28608,6442.20864
5534.36352,5548.5486
5202.65088,5460.4764
5115.35808,5604.19776
5188.93344,5689.46412
5331.096,5953.68072
6095.21976,6217.89732
7000.25904,6961.6008
6666.67584,7153.17732
6161.62464,6303.63132
5740.74864,6235.66764
6666.67584,5727.0312
7374.05928,5709.8844
6694.42248,5674.96728
6350.08356,5759.92188
6515.784,5298.3612
6498.6372,5418.3888
6652.9584,7204.15008
8080.35156,8436.2256
8755.15608,8487.666
8504.8128,8470.5192
8305.2864,8121.65976
7000.88256,7255.12284
6791.37984,7887.528
6442.20864,5864.2056
5548.5486,5761.79244
5460.4764,5636.6208
5604.19776,5442.86196
5689.46412,5384.40696
5953.68072,5846.43528
6217.89732,6004.02996
6961.6008,6817.25592
7153.17732,7161.43896
6303.63132,6412.9032
6235.66764,6550.0776
5727.0312,5281.2144
5709.8844,5212.6272
5674.96728,5052.38256
5759.92188,4827.44772
5298.3612,4783.9572
5418.3888,4852.5444
7204.15008,4869.6912
8436.2256,7956.1152
8487.666,7730.8686
8470.5192,7713.87768
8121.65976,7543.96848
7255.12284,6869.16396
7887.528,5900.8374
5864.2056,5178.64536
5761.79244,5011.23024
5636.6208,4993.45992
5442.86196,4904.60832
5384.40696,4797.9864
5846.43528,5029.00056
6004.02996,5722.04304
6817.25592,7125.89832
7161.43896,6966.2772
6412.9032,6035.6736
6550.0776,6035.6736
5281.2144,3926.6172
5212.6272,5058.306
5052.38256,4921.1316
4827.44772,4663.9296
4783.9572,4475.3148
4852.5444,4698.2232
4869.6912,4766.8104
7956.1152,7577.95032
7730.8686,7459.01388
7713.87768,7357.06836
7543.96848,7197.91488
6869.16396,6038.63532
5900.8374,5425.24752
5178.64536,5178.64536
5011.23024,4691.36448
4993.45992,4579.7544
4904.60832,4602.51288
4797.9864,4638.05352
5029.00056,5045.52384
5722.04304,5502.25224
7125.89832,7699.6926
6966.2772,6711.4134
6035.6736,5812.7652
6035.6736,5984.2332
3926.6172,6039.41472
5058.306,4536.57564
4921.1316,4468.61196
4663.9296,4298.70276
4475.3148,3839.94792
4698.2232,4412.1834
4766.8104,5812.7652
7577.95032,6915.30444
7459.01388,7306.0956
7357.06836,7136.1864
7197.91488,6835.02624
6038.63532,6346.81008
5425.24752,6195.29472
5178.64536,5969.4246
4691.36448,5307.40224
4579.7544,4870.93824
4602.51288,4486.84992
4638.05352,4207.51296
5045.52384,4269.5532
5502.25224,5196.2598
7699.6926,5442.86196
6711.4134,5812.7652
5812.7652,5641.2972
5984.2332,5795.6184
6039.41472,5590.01268
4536.57564,5556.03084
4468.61196,5235.69744
4298.70276,4781.15136
3839.94792,4663.30608
4412.1834,4655.51208
5812.7652,4915.83168
6915.30444,6978.7476
7306.0956,7272.11376
7136.1864,6927.3072
6835.02624,5264.0676
6346.81008,6043.77936
6195.29472,5757.58368
5969.4246,5727.18708
5307.40224,5289.94368
4870.93824,5062.9824
4486.84992,4713.8112
4207.51296,4678.89408
4269.5532,4905.85536
5196.2598,5182.2306
5442.86196,6371.595
5812.7652,6155.7012
5641.2972,6378.6096
5795.6184,5986.72728
5590.01268,5607.0036
5556.03084,5264.0676
5235.69744,5260.01472
4781.15136,5144.04
4663.30608,4646.7828
4655.51208,4543.902
4915.83168,5115.35808
6978.7476,7419.888
7272.11376,7611.93216
6927.3072,7437.34656
5264.0676,6983.424
6043.77936,6337.45728
5757.58368,5115.35808
5727.18708,4696.35264
5289.94368,4591.60128
5062.9824,4315.5378
4713.8112,4051.3212
4678.89408,4190.0544
4905.85536,4469.39136
5182.2306,4783.9572
6371.595,6150.71304
6155.7012,6932.29536
6378.6096,6949.28628
5986.72728,5744.178
5607.0036,5161.1868
5264.0676,5075.4528
5260.01472,4886.838
5144.04,4766.8104
4646.7828,4663.9296
4543.902,4792.84236
5115.35808,4827.44772
7419.888,7111.40148
7611.93216,7646.84928
7437.34656,7232.52024
6983.424,6755.8392
6337.45728,6678.83448
5115.35808,6354.91584
4696.35264,5866.07616
4591.60128,5586.7392
4315.5378,4914.42876
4051.3212,4262.69448
4190.0544,4300.41744
4469.39136,4491.6822
4783.9572,5125.80204
6150.71304,6267.62304
6932.29536,7647.4728
6949.28628,6065.75844
5744.178,5640.98544
5161.1868,4553.56656
5075.4528,5250.19428
4886.838,5012.3214
4766.8104,4852.5444
4663.9296,4886.838
4792.84236,4989.7188
4827.44772,5469.8292
7111.40148,6807.2796
7646.84928,6782.65056
7232.52024,7146.00684
6755.8392,6748.0452
6678.83448,5398.43616
6354.91584,4983.17184
5866.07616,4597.36884
5586.7392,4421.22444
4914.42876,4174.62228
4262.69448,4051.63296
4300.41744,3945.01104
4491.6822,4526.91108
5125.80204,5372.4042
6267.62304,6038.63532
7647.4728,6592.47696
6065.75844,6286.6404
5640.98544,6023.2032
4553.56656,5882.9112
5250.19428,5725.94004
5012.3214,5607.0036
4852.5444,5272.48512
4886.838,5260.01472
4989.7188,5260.01472
5469.8292,5952.12192
6807.2796,7319.03364
6782.65056,7609.43808
7146.00684,8155.48572
6748.0452,6669.16992
5398.43616,6127.95456
4983.17184,5237.568
4597.36884,3683.75616
4421.22444,4667.8266
4174.62228,4385.99556
4051.63296,4371.49872
3945.01104,4318.18776
4526.91108,4602.51288
5372.4042,5675.27904
6038.63532,6285.0816
6592.47696,6903.76932
6286.6404,6512.04288
6023.2032,5691.49056
5882.9112,6640.17624
5725.94004,5591.540304
5607.0036,5522.080176
5272.48512,6807.092544
5260.01472,6668.172288
5260.01472,5110.790796
5952.12192,6599.33568
7319.03364,8253.191304
7609.43808,7016.953788
8155.48572,6764.319072
6669.16992,6643.52766
6127.95456,5447.678652
5237.568,5460.4764
3683.75616,5378.919984
4667.8266,4206.11004
4385.99556,4350.76668
4371.49872,4389.26904
4318.18776,4353.7284
4602.51288,4624.9596
5675.27904,5646.753
6285.0816,7578.1062
6903.76932,7272.11376
6512.04288,5740.74864
5691.49056,5674.032
6640.17624,5415.73884
5591.540304,3788.50752
5522.080176,5028.06528
6807.092544,5301.94644
6668.172288,6076.9818
5110.790796,6253.1262
6599.33568,7257.14928
8253.191304,7751.60064
7016.953788,7068.22272
6764.319072,8036.70516
6643.52766,7815.8232
5447.678652,8121.65976
5460.4764,7924.62744
5378.919984,5953.36896
4206.11004,5674.032
4350.76668,5220.10944
4389.26904,4861.58544
4353.7284,4932.0432
4624.9596,5028.06528
5646.753,5398.43616
7578.1062,6488.505
7272.11376,6488.505
5740.74864,6834.5586
5674.032,6609.46788
5415.73884,6344.316
3788.50752,6515.784
5028.06528,6241.4352
5301.94644,5881.3524
6076.9818,5607.0036
6253.1262,5829.912
7257.14928,5881.3524
7751.60064,7527.4452
7068.22272,8223.60528
8036.70516,8138.65068
7815.8232,8665.3692
8121.65976,7292.37816
7924.62744,6464.49948
5953.36896,6006.52404
5674.032,5796.24192
5220.10944,5429.61216
4861.58544,5125.80204
4932.0432,5045.52384
5028.06528,5208.10668
5398.43616,5779.09512
6488.505,6567.2244
6488.505,5882.9112
6834.5586,6886.46664
6609.46788,6541.5042
6344.316,6155.7012
6515.784,5486.976
6241.4352,5301.16704
5881.3524,5126.8932
5607.0036,6886.46664
5829.912,5190.804
5881.3524,5294.62008
7527.4452,8236.07568
8223.60528,7962.97392
8138.65068,7613.1792
8665.3692,7561.7388
7292.37816,6494.58432
6464.49948,6197.7888
6006.52404,5213.87424
5796.24192,5062.9824
5429.61216,4748.72832
5125.80204,4703.05548
5045.52384,5062.9824
5208.10668,5450.3442
5779.09512,6159.75408
6567.2244,6584.3712
5882.9112,7215.21756
6886.46664,6782.65056
6541.5042,6456.5496
6155.7012,6258.582
5486.976,6155.7012
5301.16704,5674.96728
5126.8932,5624.1504
6886.46664,6177.05676
5190.804,6315.4782
5294.62008,6748.0452
8236.07568,8132.2596
7962.97392,7777.78848
7613.1792,7458.858
7561.7388,7270.2432
6494.58432,6773.92128
6197.7888,5900.99328
5213.87424,5442.86196
5062.9824,4595.3424
4748.72832,4412.1834
4703.05548,4252.4064
5062.9824,4441.0212
5450.3442,4492.4616
6159.75408,5744.48976
6584.3712,6310.0224
7215.21756,6851.86128
6782.65056,7115.922
6456.5496,7218.8028
6258.582,6507.52236
6155.7012,6354.60408
5674.96728,5829.912
5624.1504,5420.10348
6177.05676,5352.1398
6315.4782,5260.01472
6748.0452,5831.00316
8132.2596,7319.03364
7777.78848,6944.454
7458.858,7249.82292
7270.2432,6791.37984
6773.92128,6407.29152
5900.99328,6110.496
5442.86196,5354.78976
4595.3424,4914.42876
4412.1834,4726.90512
4252.4064,4780.21608
4441.0212,4940.14896
4492.4616,5161.03092
5744.48976,5363.8308
6310.0224,6001.38
6851.86128,6395.7564
7115.922,6344.316
7218.8028,6395.7564
6507.52236,5864.2056
6354.60408,6121.4076
5829.912,5401.242
5420.10348,5915.646
5352.1398,5795.6184
5260.01472,5967.0864
5831.00316,6481.4904
7319.03364,7270.2432
6944.454,7459.01388
7249.82292,7561.7388
6791.37984,7441.7112
6407.29152,7424.5644
6110.496,6407.29152
5354.78976,5621.65632
4914.42876,5513.31972
4726.90512,5313.32568
4780.21608,4957.91928
4940.14896,5161.03092
5161.03092,4967.27208
5363.8308,5349.8016
6001.38,6704.3988
6395.7564,6898.31352
6344.316,6515.784
6395.7564,6584.3712
5864.2056,6618.6648
6121.4076,5967.0864
5401.242,5778.4716
5915.646,5572.71
5795.6184,5415.73884
5967.0864,5363.8308
6481.4904,5640.67368
7270.2432,7255.12284
7459.01388,7900.7778
7561.7388,7904.6748
7441.7112,7767.5004
7424.5644,7353.639
6407.29152,6075.57888
5621.65632,5534.36352
5513.31972,5372.4042
5313.32568,4993.45992
4957.91928,4655.82384
5161.03092,4861.58544
4967.27208,5090.57316
5349.8016,5864.2056
6704.3988,6738.6924
6898.31352,7013.0412
6515.784,6990.28272
6584.3712,5984.2332
6618.6648,6138.5544
5967.0864,5847.0588
5778.4716,5554.16028
5572.71,5844.87648
5415.73884,7730.8686
5363.8308,7306.0956
5640.67368,7458.858
7255.12284,7476.0048
7900.7778,6601.518
7904.6748,6361.4628
7767.5004,6005.74464
7353.639,5495.70528
6075.57888,4914.42876
5534.36352,4566.97224
5372.4042,4407.03936
4993.45992,4403.61
4655.82384,4783.64544
4861.58544,5881.3524
5090.57316,6550.0776
5864.2056,6515.784
6738.6924,6515.784
7013.0412,5795.6184
6990.28272,6052.8204
5984.2332,4955.4252
6138.5544,4732.5168
5847.0588,4595.3424
5554.16028,4671.7236
5844.87648,4975.6896
7730.8686,6529.50144
7306.0956,6634.2528
7458.858,6739.00416
7476.0048,6194.35944
6601.518,5621.65632
6361.4628,5324.8608
6005.74464,4591.60128
5495.70528,4417.01568
4914.42876,4446.78876
4566.97224,4498.6968
4407.03936,4758.237
4403.61,4879.35576
4783.64544,5467.64688
5881.3524,6644.22912
6550.0776,6315.4782
6515.784,5969.4246
6515.784,5173.50132
5795.6184,5173.50132
6052.8204,4689.02628
4955.4252,4748.72832
4732.5168,4172.59584
4595.3424,4399.55712
4671.7236,4207.51296
4975.6896,4853.47968
6529.50144,5761.3248
6634.2528,7245.3024
6739.00416,6955.67736
6194.35944,6488.505
5621.65632,5329.22544
5324.8608,4792.84236
4591.60128,4259.88864
4417.01568,5796.24192
4446.78876,3910.40568
4498.6968,3787.1046
4758.237,3751.87572
4879.35576,3928.02012
5467.64688,5150.2752
6644.22912,6529.50144
6315.4782,6931.04832
5969.4246,5866.07616
5173.50132,5150.2752
5173.50132,5255.02656
4689.02628,5272.48512
4748.72832,5080.44096
4172.59584,4643.97696
4399.55712,4836.02112
4207.51296,4888.3968
4853.47968,5621.65632
5761.3248,7297.67808
7245.3024,7287.39
6955.67736,6550.0776
6488.505,6275.7288
5329.22544,6215.24736
4792.84236,5883.22296
4259.88864,5548.5486
5796.24192,5390.01864
3910.40568,5020.1154
3787.1046,4584.74256
3751.87572,4262.69448
3928.02012,4280.30892
5150.2752,4923.31392
6529.50144,7000.88256
6931.04832,6721.5456
5866.07616,5138.89596
5150.2752,5881.3524
5255.02656,5538.4164
5272.48512,4989.7188
5080.44096,4955.4252
4643.97696,4844.7504
4836.02112,4758.237
4888.3968,4896.65844
5621.65632,5121.59328
7297.67808,7215.21756
7287.39,7526.6658
6550.0776,7180.6122
6275.7288,6567.2244
6215.24736,5675.27904
5883.22296,6592.32108
5548.5486,4498.6968
5390.01864,4224.97152
5020.1154,4102.7616
4584.74256,4137.67872
4262.69448,4242.43008
4280.30892,4818.56256
4923.31392,5052.38256
7000.88256,7059.49344
6721.5456,6748.0452
5138.89596,6090.54336
5881.3524,5555.5632
5538.4164,5589.8568
4989.7188,5311.92276
4955.4252,5138.89596
4844.7504,5024.0124
4758.237,4972.572
4896.65844,5208.10668
5121.59328,5744.48976
7215.21756,7370.94168
7526.6658,7388.24436
7180.6122,7319.03364
6567.2244,6609.62376
5675.27904,5882.9112
6592.32108,5173.50132
4498.6968,4619.81556
4224.97152,4342.97268
4102.7616,4152.6432
4137.67872,4221.85392
4242.43008,4204.55124
4818.56256,4723.63164
5052.38256,5294.62008
7059.49344,7561.27116
6748.0452,7474.75776
6090.54336,6384.68892
5555.5632,6280.87284
5589.8568,6090.54336
5311.92276,5586.7392
5138.89596,5277.3174
5024.0124,5237.568
4972.572,5359.77792
5208.10668,5035.07988
5744.48976,4896.65844
7370.94168,7976.53548
7388.24436,7474.75776
7319.03364,7613.1792
6609.62376,7543.96848
5882.9112,6826.29696
5173.50132,5447.07072
4619.81556,5307.40224
4342.97268,5097.89952
4152.6432,4914.42876
4221.85392,4685.44104
4204.55124,4597.36884
4723.63164,5115.35808
5294.62008,5450.3442
7561.27116,6903.76932
7474.75776,7306.0956
6384.68892,6677.43156
6280.87284,6618.6648
6090.54336,6172.848
5586.7392,5522.049
5277.3174,5471.07624
5237.568,5675.5908
5359.77792,5401.242
5035.07988,5744.48976
4896.65844,5952.12192
7976.53548,7493.1516
7474.75776,7900.7778
7613.1792,7509.98664
7543.96848,7596.0324
6826.29696,7493.1516
5447.07072,6145.41312
5307.40224,5002.50096
5097.89952,5196.2598
4914.42876,4826.35656
4685.44104,4738.28436
4597.36884,4914.42876
5115.35808,5080.44096
5450.3442,5377.23648
6903.76932,6337.45728
7306.0956,6601.518
6677.43156,6473.54052
6618.6648,6430.05
6172.848,6094.28448
5522.049,5929.83108
5471.07624,5657.97636
5675.5908,5250.19428
5401.242,4944.35772
5744.48976,5267.1852
5952.12192,5281.2144
7493.1516,6881.3226
7900.7778,7184.5092
7509.98664,7133.0688
7596.0324,6564.41856
7493.1516,6389.83296
6145.41312,5231.48868
5002.50096,5090.57316
5196.2598,4843.971
4826.35656,4744.67544
4738.28436,4602.51288
4914.42876,4638.05352
5080.44096,5196.2598
5377.23648,6165.054
6337.45728,7679.89584
6601.518,6807.2796
6473.54052,6201.6858
6430.05,5844.87648
6094.28448,5812.7652
5929.83108,5967.0864
5657.97636,5658.444
5250.19428,5469.8292
4944.35772,5212.6272
5267.1852,5435.5356
5281.2144,5795.6184
6881.3226,7424.5644
7184.5092,7373.124
7133.0688,7253.0964
6564.41856,7235.9496
6389.83296,5829.912
5231.48868,5658.444
5090.57316,5173.50132
4843.971,4914.42876
4744.67544,4731.26976
4602.51288,4879.35576
4638.05352,5045.52384
5196.2598,5178.64536
6165.054,6147.43956
7679.89584,7644.66696
6807.2796,8701.53336
6201.6858,6217.89732
5844.87648,5918.45184
5812.7652,6389.83296
5967.0864,6250.16448
5658.444,5935.9104
5469.8292,5467.64688
5212.6272,5709.8844
5435.5356,5692.58172
5795.6184,6298.17552
7424.5644,7647.78456
7373.124,7993.83816
7253.0964,7647.78456
7235.9496,7319.03364
5829.912,6626.92644
5658.444,4740.93432
5173.50132,5190.804
4914.42876,4896.65844
4731.26976,4715.37
4879.35576,4663.9296
5045.52384,4740.93432
5178.64536,5104.2906
6147.43956,5225.40936
7644.66696,6142.4514
8701.53336,6194.35944
6217.89732,6488.505
5918.45184,6315.4782
6389.83296,6298.17552
6250.16448,6004.02996
5935.9104,5623.371
5467.64688,4451.9328
5709.8844,5377.23648
5692.58172,5097.89952
6298.17552,5848.6176
7647.78456,7489.72224
7993.83816,7716.68352
7647.78456,7457.45508
7319.03364,7613.1792
6626.92644,6090.54336
4740.93432,5554.16028
5190.804,5086.98792
4896.65844,5173.50132
4715.37,5017.7772
4663.9296,4913.96112
4740.93432,5086.98792
5104.2906,5225.40936
5225.40936,5311.92276
6142.4514,7838.11404
6194.35944,7301.73096
6488.505,6298.17552
6315.4782,6073.24068
6298.17552,5813.70048
6004.02996,5953.36896
5623.371,5415.73884
4451.9328,5394.69504
5377.23648,5062.9824
5097.89952,5069.68524
5848.6176,5831.15904
7489.72224,7353.639
7716.68352,7630.48188
7457.45508,7699.6926
7613.1792,7270.2432
6090.54336,6407.29152
5554.16028,5516.90496
5086.98792,6669.16992
5173.50132,4755.8988
5017.7772,4597.36884
4913.96112,4562.13996
5086.98792,4808.74212
5225.40936,6040.66176
5311.92276,5812.7652
7838.11404,6824.4264
7301.73096,7284.42828
6298.17552,6730.74252
6073.24068,6250.16448
5813.70048,6075.57888
5953.36896,5536.8576
5415.73884,5298.3612
5394.69504,5298.3612
5062.9824,5185.19232
5069.68524,5080.44096
5831.15904,5237.568
7353.639,7441.7112
7630.48188,7235.9496
7699.6926,6944.454
7270.2432,6687.252
6407.29152,5864.2056
5516.90496,5202.65088
6669.16992,4748.72832
4755.8988,4713.8112
4597.36884,4556.68416
4562.13996,3978.0576
4808.74212,4235.2596
6040.66176,4732.5168
5812.7652,6111.11952
6824.4264,6313.14
7284.42828,6782.65056
6730.74252,6055.938
6250.16448,3910.40568
6075.57888,6110.496
5536.8576,3945.63456
5298.3612,5062.9824
5298.3612,4574.14272
5185.19232,3941.89344
5080.44096,5006.8656
5237.568,4706.32896
7441.7112,4410.78048
7235.9496,4910.37588
6944.454,6592.47696
6687.252,6893.0136
5864.2056,6644.22912
5202.65088,6280.87284
4748.72832,5450.3442
4713.8112,4048.82712
4556.68416,3840.8832
3978.0576,3892.3236
4235.2596,3960.9108
4732.5168,4149.5256
6111.11952,4446.78876
6313.14,5450.3442
6782.65056,5813.70048
6055.938,5779.09512
3910.40568,5744.48976
6110.496,5484.94956
3945.63456,5115.35808
5062.9824,4853.47968
4574.14272,4696.35264
3941.89344,4256.45928
5006.8656,4567.90752
4706.32896,4923.31392
4410.78048,6280.87284
4910.37588,6275.7288
6592.47696,6055.938
6893.0136,5554.16028
6644.22912,4886.838
6280.87284,4048.82712
5450.3442,3738.0024
4048.82712,3515.094
3840.8832,3377.9196
3892.3236,3377.9196
3960.9108,3515.094
4149.5256,4183.8192
4446.78876,4818.2508
5450.3442,6755.8392
5813.70048,6670.1052
5779.09512,5915.646
5744.48976,5315.508
5484.94956,5075.4528
5115.35808,4766.8104
4853.47968,4458.168
4696.35264,4169.94588
4256.45928,4291.06464
4567.90752,4325.67
4923.31392,4862.05308
6280.87284,6869.16396
6275.7288,7128.70416
6055.938,6748.0452
5554.16028,6228.9648
4886.838,6575.0184
4048.82712,4187.24856
3738.0024,3927.70836
3515.094,3858.03
3377.9196,3669.4152
3377.9196,3686.562
3515.094,3446.5068
4183.8192,3583.6812
4818.2508,4338.1404
6755.8392,5761.3248
6670.1052,7184.5092
5915.646,5984.2332
5315.508,5366.9484
5075.4528,5092.5996
4766.8104,4715.37
4458.168,4792.84236
4169.94588,4308.36732
4291.06464,4441.0212
4325.67,4269.5532
4862.05308,5144.04
6869.16396,6550.0776
7128.70416,6772.986
6748.0452,6567.2244
6228.9648,6069.9672
6575.0184,4869.6912
4187.24856,4273.76196
3927.70836,3996.91908
3858.03,3754.68156
3669.4152,3668.16816
3686.562,5311.92276
3446.5068,3927.70836
3583.6812,5898.4992
4338.1404,4732.5168
5761.3248,7578.8856
7184.5092,7013.0412
5984.2332,5949.9396
5366.9484,5658.444
5092.5996,5315.508
4715.37,5294.62008
4792.84236,5045.52384
4308.36732,4626.5184
4441.0212,4567.90752
4269.5532,4723.63164
5144.04,5150.2752
6550.0776,6938.37468
6772.986,7007.5854
6567.2244,6755.8392
6069.9672,6436.59696
4869.6912,6267.62304
4273.76196,6756.46272
3996.91908,4826.35656
3754.68156,4104.16452
3668.16816,3716.64684
5311.92276,3579.0048
3927.70836,3668.16816
5898.4992,3893.103
4732.5168,4481.39412
7578.8856,5813.70048
7013.0412,6841.5732
5949.9396,6021.33264
5658.444,5521.2696
5315.508,5589.8568
5294.62008,5467.64688
5045.52384,5115.35808
4626.5184,4155.13728
4567.90752,4671.7236
4723.63164,4731.26976
5150.2752,5377.23648
6938.37468,7076.79612
7007.5854,7007.5854
6755.8392,6921.072
6436.59696,6285.0816
6267.62304,5900.99328
6756.46272,4262.69448
4826.35656,3945.63456
4104.16452,3891.70008
3716.64684,3713.99688
3579.0048,3731.7672
3668.16816,3892.79124
3893.103,4068.93564
4481.39412,4643.97696
5813.70048,5813.70048
6841.5732,7115.922
6021.33264,6189.9948
5521.2696,5657.97636
5589.8568,5138.89596
5467.64688,4965.86916
5115.35808,4783.9572
4155.13728,4663.9296
4671.7236,4080.9384
4731.26976,4355.2872
5377.23648,5024.0124
7076.79612,5761.3248
7007.5854,6447.1968
6921.072,6207.1416
6285.0816,5658.444
5900.99328,4166.6724
4262.69448,5744.48976
3945.63456,5415.73884
3891.70008,5949.9396
3713.99688,5658.444
3731.7672,5315.508
3892.79124,5294.62008
4068.93564,5045.52384
4643.97696,4626.5184
5813.70048,4567.90752
7115.922,4723.63164
6189.9948,5150.2752
5657.97636,6938.37468
